cuda
3300
The slice id is: 3
825
13177026
epoch= 0 	 time= 3.8633044242858885 min 	 loss= 4.32204105608391
[4.32204106]
epoch= 1 	 time= 7.699870276451111 min 	 loss= 4.1098141407244135
epoch= 2 	 time= 11.529999196529388 min 	 loss= 4.0721088500456375
epoch= 3 	 time= 15.359317934513092 min 	 loss= 4.038533769593094
epoch= 4 	 time= 19.197091341018677 min 	 loss= 4.026698687221065
epoch= 5 	 time= 23.027567994594573 min 	 loss= 3.9910435870199494
epoch= 6 	 time= 26.898544104894004 min 	 loss= 3.9522294201995387
epoch= 7 	 time= 30.721016959349313 min 	 loss= 3.9137270723689688
epoch= 8 	 time= 34.62734808921814 min 	 loss= 3.8862216076706395
epoch= 9 	 time= 38.79085493882497 min 	 loss= 3.8212312959902213
epoch= 10 	 time= 42.62806797027588 min 	 loss= 3.7586205770752645
epoch= 11 	 time= 46.448461747169496 min 	 loss= 3.7160557653596906
epoch= 12 	 time= 50.96493196090062 min 	 loss= 3.6736008697296634
epoch= 13 	 time= 55.736188824971514 min 	 loss= 3.644715891733314
epoch= 14 	 time= 60.51882530848185 min 	 loss= 3.591979023507147
epoch= 15 	 time= 65.29433449904124 min 	 loss= 3.571608532549757
epoch= 16 	 time= 70.07045392195384 min 	 loss= 3.5064897284634187
epoch= 17 	 time= 74.84541305700938 min 	 loss= 3.562748460516785
epoch= 18 	 time= 79.61452862421672 min 	 loss= 3.5175086497357397
epoch= 19 	 time= 84.3916824777921 min 	 loss= 3.4515038173758623
epoch= 20 	 time= 89.12273153464 min 	 loss= 3.4113887494079993
epoch= 21 	 time= 92.96190617879232 min 	 loss= 3.357052936517831
epoch= 22 	 time= 96.80037297407786 min 	 loss= 3.3215424010067274
epoch= 23 	 time= 100.62169479131698 min 	 loss= 3.342731908641078
