cuda
3300
The slice id is: 0
825
13177026
epoch= 0 	 time= 5.196884624163309 min 	 loss= 2.8875585434670477
epoch= 115 	 time= 811.156836716334 min 	 loss= 0.31106575952772275
epoch= 116 	 time= 818.5293458064397 min 	 loss= 0.21790612585817914
epoch= 117 	 time= 825.9210233489672 min 	 loss= 0.1755471678601338
epoch= 118 	 time= 833.31337394317 min 	 loss= 0.16991853942623658
epoch= 119 	 time= 840.7207282185555 min 	 loss= 0.1774152672162569
epoch= 120 	 time= 848.1250323176384 min 	 loss= 0.20917478189295666
epoch= 121 	 time= 855.5287496288618 min 	 loss= 0.2736882095027602
epoch= 122 	 time= 862.9324309666952 min 	 loss= 0.14261188046685702
epoch= 123 	 time= 870.3091312646866 min 	 loss= 0.11762941071013991
epoch= 124 	 time= 877.6918199936549 min 	 loss= 0.17647323783435928
epoch= 125 	 time= 885.0429142594337 min 	 loss= 0.23628471624466
epoch= 126 	 time= 892.39695738554 min 	 loss= 0.14675967043198673
epoch= 127 	 time= 899.7514079411825 min 	 loss= 0.1473309866985779
epoch= 128 	 time= 907.1229544997216 min 	 loss= 0.15329792846335544
epoch= 129 	 time= 914.4971724232038 min 	 loss= 0.19982867083992017
epoch= 130 	 time= 921.8676379561424 min 	 loss= 0.17872214455348015
epoch= 131 	 time= 929.2443261901537 min 	 loss= 0.14192714804531673
epoch= 132 	 time= 936.6006673455238 min 	 loss= 0.15357326450231168
epoch= 133 	 time= 943.9589294552803 min 	 loss= 0.3860971407514686
epoch= 134 	 time= 951.3029168089231 min 	 loss= 0.44393004147103055
epoch= 135 	 time= 958.6493388533593 min 	 loss= 0.16662168905890376
epoch= 136 	 time= 966.0041569948196 min 	 loss= 0.11886454318593623
epoch= 137 	 time= 973.367590490977 min 	 loss= 0.10140822062945297
epoch= 138 	 time= 980.7378716667494 min 	 loss= 0.0909167389535331
epoch= 139 	 time= 988.1150629997253 min 	 loss= 0.10214514200586233
epoch= 140 	 time= 995.482431213061 min 	 loss= 0.2132739113703737
epoch= 141 	 time= 1002.8308043003083 min 	 loss= 0.3113954869306569
epoch= 142 	 time= 1010.1800401767094 min 	 loss= 0.1972730598158457
epoch= 143 	 time= 1017.518482430776 min 	 loss= 0.12570471465617603
epoch= 144 	 time= 1024.865828259786 min 	 loss= 0.10289953907394331
epoch= 145 	 time= 1032.2214759985607 min 	 loss= 0.09889034601387914
epoch= 146 	 time= 1039.584139418602 min 	 loss= 0.14265476822193401
epoch= 147 	 time= 1046.94120169878 min 	 loss= 0.21876255851397713
epoch= 148 	 time= 1054.3102358738581 min 	 loss= 0.21468715945607983
epoch= 149 	 time= 1061.6722644527754 min 	 loss= 0.2615918442065771
epoch= 150 	 time= 1069.0414091269174 min 	 loss= 0.14536420206038395
epoch= 151 	 time= 1076.3912945747375 min 	 loss= 0.11171581428877261
epoch= 152 	 time= 1083.742943628629 min 	 loss= 0.09378484181749323
epoch= 153 	 time= 1091.0962917764982 min 	 loss= 0.10683192452777417
epoch= 154 	 time= 1098.482124209404 min 	 loss= 0.1834938199955716
epoch= 155 	 time= 1105.8443565050761 min 	 loss= 0.16618958760146404
epoch= 156 	 time= 1113.2395716905594 min 	 loss= 0.14418421021257843
epoch= 157 	 time= 1120.6251414895057 min 	 loss= 0.1783211904758531
epoch= 158 	 time= 1128.0035269379616 min 	 loss= 0.14237567607600904
epoch= 159 	 time= 1135.3919181068738 min 	 loss= 0.11579921665892912
epoch= 160 	 time= 1142.7772497534752 min 	 loss= 0.09990378924486736
epoch= 161 	 time= 1150.1779255231222 min 	 loss= 0.3372213431368723
epoch= 162 	 time= 1157.580859363079 min 	 loss= 0.28871662194988773
epoch= 163 	 time= 1164.967965678374 min 	 loss= 0.14189627486834952
epoch= 164 	 time= 1172.3519588152567 min 	 loss= 0.1066566197585251
epoch= 165 	 time= 1179.7381437857946 min 	 loss= 0.08770614409908321
epoch= 166 	 time= 1187.1209612965583 min 	 loss= 0.20839224734833062
epoch= 167 	 time= 1194.510287062327 min 	 loss= 0.16684499130963532
epoch= 168 	 time= 1201.86846464475 min 	 loss= 0.10715727511893033
epoch= 169 	 time= 1209.2360806504885 min 	 loss= 0.0898938274004181
epoch= 170 	 time= 1216.5882479627928 min 	 loss= 0.08059724190801111
epoch= 171 	 time= 1223.9331058065097 min 	 loss= 0.08734243455999989
epoch= 172 	 time= 1231.289299472173 min 	 loss= 0.36468344950561665
epoch= 173 	 time= 1238.6536303361256 min 	 loss= 0.2158516747739773
epoch= 174 	 time= 1246.0175303260485 min 	 loss= 0.16661710901246723
epoch= 175 	 time= 1253.3953825553258 min 	 loss= 0.13598362042026235
epoch= 176 	 time= 1260.76606254975 min 	 loss= 0.10020440206778321
epoch= 177 	 time= 1268.1380772153536 min 	 loss= 0.08765721909254684
epoch= 178 	 time= 1275.5252563238143 min 	 loss= 0.09012614507112161
epoch= 179 	 time= 1282.8854875683785 min 	 loss= 0.14428829284991618
epoch= 180 	 time= 1290.2495023091635 min 	 loss= 0.19750054900268108
epoch= 181 	 time= 1297.611258963744 min 	 loss= 0.11717566474289703
epoch= 182 	 time= 1304.9691810766856 min 	 loss= 0.11481086237920504
epoch= 183 	 time= 1312.327241019408 min 	 loss= 0.09237169366906693
epoch= 184 	 time= 1319.705503209432 min 	 loss= 0.18801664132182133
epoch= 185 	 time= 1327.0882651487987 min 	 loss= 0.18772693005545685
epoch= 186 	 time= 1334.4749507228532 min 	 loss= 0.11369917353200215
epoch= 187 	 time= 1341.853971016407 min 	 loss= 0.08915726695803283
epoch= 188 	 time= 1349.2384809215864 min 	 loss= 0.07419154185979454
epoch= 189 	 time= 1356.6236260652543 min 	 loss= 0.08739647882634678
epoch= 190 	 time= 1364.0000242829324 min 	 loss= 0.2136300168195422
epoch= 191 	 time= 1371.3718186338742 min 	 loss= 0.13295785489204168
epoch= 192 	 time= 1378.7394486109415 min 	 loss= 0.2807892274028608
epoch= 193 	 time= 1386.1086370309195 min 	 loss= 0.16892754815358343
epoch= 194 	 time= 1393.4741749246916 min 	 loss= 0.09999404614667803
epoch= 195 	 time= 1400.8411304036777 min 	 loss= 0.07903136424259036
epoch= 196 	 time= 1408.220298453172 min 	 loss= 0.0699747919693464
epoch= 197 	 time= 1415.6120961705844 min 	 loss= 0.37519126553547033
epoch= 198 	 time= 1422.99755966266 min 	 loss= 0.13479290248551865
epoch= 199 	 time= 1430.3926647106807 min 	 loss= 0.1274556367581527
epoch= 200 	 time= 1437.785993985335 min 	 loss= 0.09648915816351566
epoch= 201 	 time= 1445.1816813667615 min 	 loss= 0.08302569185458582
epoch= 202 	 time= 1452.5737126708032 min 	 loss= 0.07373788949444794
epoch= 203 	 time= 1459.9750110109646 min 	 loss= 0.19406378043939845
epoch= 204 	 time= 1467.3618314027785 min 	 loss= 0.22833048578415235
epoch= 205 	 time= 1474.7608154972395 min 	 loss= 0.1371320944874738
epoch= 206 	 time= 1482.1453604340554 min 	 loss= 0.13976138528316479
epoch= 207 	 time= 1489.5332333564759 min 	 loss= 0.11520740169031672
epoch= 208 	 time= 1496.9270197272301 min 	 loss= 0.18802105886657072
epoch= 209 	 time= 1504.3119381864865 min 	 loss= 0.14417757669319117
epoch= 210 	 time= 1511.685873814424 min 	 loss= 0.08713761095919781
epoch= 211 	 time= 1519.0710003177326 min 	 loss= 0.06978149805760371
epoch= 212 	 time= 1526.4639398097993 min 	 loss= 0.05948889665245202
epoch= 213 	 time= 1533.8399264256159 min 	 loss= 0.053027076958802134
epoch= 214 	 time= 1541.223594923814 min 	 loss= 0.08040864141093511
epoch= 215 	 time= 1548.583566081524 min 	 loss= 0.2707813025902865
epoch= 216 	 time= 1555.935852809747 min 	 loss= 0.14063864417553168
epoch= 217 	 time= 1563.2938120881715 min 	 loss= 0.08416812918959432
epoch= 218 	 time= 1570.6511361479759 min 	 loss= 0.06842109357583633
epoch= 219 	 time= 1578.0127372662225 min 	 loss= 0.20441467454782195
epoch= 220 	 time= 1585.3987657427788 min 	 loss= 0.13889008222807508
epoch= 221 	 time= 1592.772237845262 min 	 loss= 0.11704306863716656
epoch= 222 	 time= 1600.153724137942 min 	 loss= 0.06983825198760094
epoch= 223 	 time= 1607.5318027098974 min 	 loss= 0.10172735202828224
epoch= 224 	 time= 1614.8942362070084 min 	 loss= 0.12935437445945078
epoch= 225 	 time= 1622.2585299809773 min 	 loss= 0.12029415398153519
epoch= 226 	 time= 1629.6165813604991 min 	 loss= 0.09386043626672207
epoch= 227 	 time= 1636.974181652069 min 	 loss= 0.09152419407674725
epoch= 228 	 time= 1644.3391828536987 min 	 loss= 0.11666591060477499
epoch= 229 	 time= 1651.695447520415 min 	 loss= 0.2038428713981535
epoch= 230 	 time= 1659.0644770781198 min 	 loss= 0.22263856509744515
epoch= 231 	 time= 1666.4475370764733 min 	 loss= 0.1349603290663623
epoch= 232 	 time= 1673.8256896138191 min 	 loss= 0.0786326426783379
epoch= 233 	 time= 1681.210321398576 min 	 loss= 0.06300750432244967
epoch= 234 	 time= 1688.5759134491284 min 	 loss= 0.08966815731166262
epoch= 235 	 time= 1695.9469689806303 min 	 loss= 0.06506252103347145
epoch= 236 	 time= 1703.3211646874745 min 	 loss= 0.1481064930761314
epoch= 237 	 time= 1710.6982802947362 min 	 loss= 0.1341567237008624
epoch= 238 	 time= 1718.088772515456 min 	 loss= 0.09978098146578608
epoch= 239 	 time= 1725.4677327036857 min 	 loss= 0.11474294404047242
epoch= 240 	 time= 1732.8538260738055 min 	 loss= 0.09764341862531817
epoch= 241 	 time= 1740.234883673986 min 	 loss= 0.07378822590730234
epoch= 242 	 time= 1747.6255019227663 min 	 loss= 0.09684430459402255
epoch= 243 	 time= 1755.0133626619975 min 	 loss= 0.14788446979037181
epoch= 244 	 time= 1762.3937616904577 min 	 loss= 0.21045058805013964
epoch= 245 	 time= 1769.771030918757 min 	 loss= 0.1352213616186319
epoch= 246 	 time= 1777.1431244413059 min 	 loss= 0.15048947013166705
epoch= 247 	 time= 1784.5227207342784 min 	 loss= 0.0818907185761385
epoch= 248 	 time= 1791.9107574979464 min 	 loss= 0.05890641680528819
epoch= 249 	 time= 1799.2988677581152 min 	 loss= 0.049524083099408235
epoch= 250 	 time= 1806.6846156199774 min 	 loss= 0.043586435742935546
epoch= 251 	 time= 1814.0712902347248 min 	 loss= 0.04230201834954752
epoch= 252 	 time= 1821.4479196985562 min 	 loss= 0.27007360878168557
epoch= 253 	 time= 1828.8345874706904 min 	 loss= 0.23106978517065396
epoch= 254 	 time= 1836.2093339880307 min 	 loss= 0.09926296374703242
epoch= 255 	 time= 1843.5754790743192 min 	 loss= 0.0672767290429064
epoch= 256 	 time= 1850.9381819645564 min 	 loss= 0.053893315478564935
epoch= 257 	 time= 1858.290407137076 min 	 loss= 0.05017910781338067
epoch= 258 	 time= 1865.641560014089 min 	 loss= 0.06873299619107319
epoch= 259 	 time= 1872.9934531529746 min 	 loss= 0.25506731440204683
epoch= 260 	 time= 1880.345349530379 min 	 loss= 0.2995591704472088
epoch= 261 	 time= 1887.7168266455333 min 	 loss= 0.09697370542460262
epoch= 262 	 time= 1895.0852441827456 min 	 loss= 0.06361891751258747
epoch= 263 	 time= 1902.4621066967645 min 	 loss= 0.0511589762838478
epoch= 264 	 time= 1909.8570458571116 min 	 loss= 0.04423589127922738
epoch= 265 	 time= 1917.2286576112112 min 	 loss= 0.038680808388274854
epoch= 266 	 time= 1924.5960100213686 min 	 loss= 0.03499271712705994
epoch= 267 	 time= 1931.9489481846492 min 	 loss= 0.305819752133133
epoch= 268 	 time= 1939.300378358364 min 	 loss= 0.1320261456718259
epoch= 269 	 time= 1946.6470024347304 min 	 loss= 0.07753391289354168
epoch= 270 	 time= 1954.017596022288 min 	 loss= 0.11295019657447648
epoch= 271 	 time= 1961.371933623155 min 	 loss= 0.1667160265739111
epoch= 272 	 time= 1968.7489458560945 min 	 loss= 0.12261333338887198
epoch= 273 	 time= 1976.1245344479878 min 	 loss= 0.07502288847135126
epoch= 274 	 time= 1983.4933259248733 min 	 loss= 0.05834352730740758
epoch= 275 	 time= 1990.8824235598247 min 	 loss= 0.0458384585615722
epoch= 276 	 time= 1998.2650884985924 min 	 loss= 0.03994871736806641
epoch= 277 	 time= 2005.6663465499878 min 	 loss= 0.0565089287026653
epoch= 278 	 time= 2013.0504701574644 min 	 loss= 0.2519732270659932
epoch= 279 	 time= 2020.4524898171426 min 	 loss= 0.17137687567205195
epoch= 280 	 time= 2027.8355124632517 min 	 loss= 0.09585927417610726
epoch= 281 	 time= 2035.2311125040055 min 	 loss= 0.09299513973585403
epoch= 282 	 time= 2042.6209654609363 min 	 loss= 0.06809241072214774
epoch= 283 	 time= 2050.0177518248556 min 	 loss= 0.05236669098594355
epoch= 284 	 time= 2057.411686952909 min 	 loss= 0.0454778042551444
epoch= 285 	 time= 2064.8137112418813 min 	 loss= 0.058113150801849166
epoch= 286 	 time= 2072.2147069096563 min 	 loss= 0.1923472217842672
epoch= 287 	 time= 2079.6006300767262 min 	 loss= 0.26748925499499876
epoch= 288 	 time= 2087.01869203647 min 	 loss= 0.10558444575434833
epoch= 289 	 time= 2094.444937356313 min 	 loss= 0.06489469621539078
epoch= 290 	 time= 2101.865438532829 min 	 loss= 0.06477596392838292
epoch= 291 	 time= 2109.290296137333 min 	 loss= 0.05008451562039695
epoch= 292 	 time= 2116.714670014381 min 	 loss= 0.047468594076212456
epoch= 293 	 time= 2124.1388449350993 min 	 loss= 0.18996042101281946
epoch= 294 	 time= 2131.5672220190368 min 	 loss= 0.13924581848407713
epoch= 295 	 time= 2138.979073321819 min 	 loss= 0.08081619531363354
epoch= 296 	 time= 2146.372076233228 min 	 loss= 0.056245680998112994
epoch= 297 	 time= 2153.7727010885874 min 	 loss= 0.06722869950786513
epoch= 298 	 time= 2161.1722495675085 min 	 loss= 0.09994063422479843
epoch= 299 	 time= 2168.578069313367 min 	 loss= 0.12310081985741184
epoch= 300 	 time= 2175.9794089953107 min 	 loss= 0.08702612709174652
epoch= 301 	 time= 2183.3776707728703 min 	 loss= 0.05198050081465309
epoch= 302 	 time= 2190.7745354533195 min 	 loss= 0.040203621716879724
epoch= 303 	 time= 2198.175172686577 min 	 loss= 0.035206821230958946
epoch= 304 	 time= 2205.577004992962 min 	 loss= 0.06902273071888802
epoch= 305 	 time= 2212.9744919816653 min 	 loss= 0.2835592433103981
epoch= 306 	 time= 2220.377432457606 min 	 loss= 0.19965617412976414
epoch= 307 	 time= 2227.773514842987 min 	 loss= 0.07256755880905214
epoch= 308 	 time= 2235.1816044569014 min 	 loss= 0.04895241321081289
epoch= 309 	 time= 2242.5761557221413 min 	 loss= 0.03909545542828379
epoch= 310 	 time= 2249.9861923297244 min 	 loss= 0.03356212697252693
epoch= 311 	 time= 2257.3818508704503 min 	 loss= 0.02925931161332163
epoch= 312 	 time= 2264.781911667188 min 	 loss= 0.028056325263918772
epoch= 313 	 time= 2272.173687473933 min 	 loss= 0.23690304886517963
epoch= 314 	 time= 2279.568379422029 min 	 loss= 0.17295125967122713
epoch= 315 	 time= 2286.9643602689107 min 	 loss= 0.08175493158417697
epoch= 316 	 time= 2294.3577190756796 min 	 loss= 0.06332203244898912
epoch= 317 	 time= 2301.7605466008185 min 	 loss= 0.054810297237709166
epoch= 318 	 time= 2309.1500389734906 min 	 loss= 0.05575010699151211
epoch= 319 	 time= 2316.5452064593633 min 	 loss= 0.053160653685014096
epoch= 320 	 time= 2323.9393412391346 min 	 loss= 0.247675956804076
epoch= 321 	 time= 2331.3401521523792 min 	 loss= 0.1527326675931743
epoch= 322 	 time= 2338.7402251402536 min 	 loss= 0.07236995601814035
epoch= 323 	 time= 2346.1379836559295 min 	 loss= 0.04828522624526875
epoch= 324 	 time= 2353.528500731786 min 	 loss= 0.03857789868633325
epoch= 325 	 time= 2360.9213684916494 min 	 loss= 0.03501529858297903
epoch= 326 	 time= 2368.321935002009 min 	 loss= 0.05643015944449651
epoch= 327 	 time= 2375.7244324644407 min 	 loss= 0.2681822831265868
epoch= 328 	 time= 2383.1428105036416 min 	 loss= 0.10688745151050777
epoch= 329 	 time= 2390.5611041466395 min 	 loss= 0.05189514455787227
epoch= 330 	 time= 2397.97819485267 min 	 loss= 0.038462772018804874
epoch= 331 	 time= 2405.395199561119 min 	 loss= 0.034303770221454075
epoch= 332 	 time= 2412.8107640504836 min 	 loss= 0.02967535126362539
epoch= 333 	 time= 2420.229827404022 min 	 loss= 0.02706704100681677
epoch= 334 	 time= 2427.652418935299 min 	 loss= 0.27530174428154364
epoch= 335 	 time= 2435.0380457162855 min 	 loss= 0.10967318594867582
epoch= 336 	 time= 2442.437006131808 min 	 loss= 0.05180254855806142
epoch= 337 	 time= 2449.8246552705764 min 	 loss= 0.03728123830306162
epoch= 338 	 time= 2457.2223289132116 min 	 loss= 0.1585649524711136
epoch= 339 	 time= 2464.6108660380046 min 	 loss= 0.12611734325779694
epoch= 340 	 time= 2472.00656799078 min 	 loss= 0.0529340321010342
epoch= 341 	 time= 2479.4084568421044 min 	 loss= 0.0422052818688848
epoch= 342 	 time= 2486.7919170777004 min 	 loss= 0.033301338156891166
epoch= 343 	 time= 2494.188845515251 min 	 loss= 0.027034253710523693
epoch= 344 	 time= 2501.580963138739 min 	 loss= 0.037950064370807286
epoch= 345 	 time= 2508.980463127295 min 	 loss= 0.23742991786390177
epoch= 346 	 time= 2516.3680660684904 min 	 loss= 0.17823556446964203
epoch= 347 	 time= 2523.7634624958037 min 	 loss= 0.08089889816642619
epoch= 348 	 time= 2531.1512072563173 min 	 loss= 0.05688563151795472
epoch= 349 	 time= 2538.5424409389498 min 	 loss= 0.10825793342861509
epoch= 350 	 time= 2545.939686203003 min 	 loss= 0.06868571718161658
epoch= 351 	 time= 2553.3322046558064 min 	 loss= 0.065154922285821
epoch= 352 	 time= 2560.742427102725 min 	 loss= 0.06661147102908271
epoch= 353 	 time= 2568.1401304165524 min 	 loss= 0.059679428501994786
epoch= 354 	 time= 2575.5455163995425 min 	 loss= 0.05581443501932716
epoch= 355 	 time= 2582.9415018121404 min 	 loss= 0.10409081932241061
epoch= 356 	 time= 2590.343846635024 min 	 loss= 0.17971082598807037
epoch= 357 	 time= 2597.728251826763 min 	 loss= 0.12950055380166636
epoch= 358 	 time= 2605.1317611257236 min 	 loss= 0.055734873643201406
epoch= 359 	 time= 2612.52358481884 min 	 loss= 0.04528247451678687
epoch= 360 	 time= 2619.9192537903787 min 	 loss= 0.039998500149998686
epoch= 361 	 time= 2627.3150893410048 min 	 loss= 0.0358713862340003
epoch= 362 	 time= 2634.711011485259 min 	 loss= 0.033298607759136234
epoch= 363 	 time= 2642.11666918993 min 	 loss= 0.13138108732311096
epoch= 364 	 time= 2649.501517792543 min 	 loss= 0.09859164997377472
epoch= 365 	 time= 2656.906185785929 min 	 loss= 0.137034902533033
epoch= 366 	 time= 2664.2917271176975 min 	 loss= 0.12388145502546015
epoch= 367 	 time= 2671.7093104402225 min 	 loss= 0.27309568025408554
epoch= 368 	 time= 2679.1296621958413 min 	 loss= 0.10925226476804573
epoch= 369 	 time= 2686.5511182904243 min 	 loss= 0.05692467446755803
epoch= 370 	 time= 2693.9786308368048 min 	 loss= 0.04199174848644664
epoch= 371 	 time= 2701.406161133448 min 	 loss= 0.03400118454297957
