cuda
3300
825
3303618
Slice group ID:  5
epoch= 0 	 time= 3.503567389647166 min 	 loss= 1.4660963278105765
epoch= 118 	 time= 318.2458836913109 min 	 loss= 1.0500823953657439
epoch= 119 	 time= 319.49354155858356 min 	 loss= 1.0500392775102094
epoch= 120 	 time= 320.74551967382433 min 	 loss= 1.050003194953456
epoch= 121 	 time= 321.97879147926966 min 	 loss= 1.0500623241337863
epoch= 122 	 time= 323.2189987023672 min 	 loss= 1.0500357133691962
epoch= 123 	 time= 324.4200417478879 min 	 loss= 1.0500152491800714
epoch= 124 	 time= 325.6394501725833 min 	 loss= 1.0499832924929533
epoch= 125 	 time= 326.8923781514168 min 	 loss= 1.0500565559936292
epoch= 126 	 time= 328.1464208086332 min 	 loss= 1.0500185972271543
epoch= 127 	 time= 329.3946540236473 min 	 loss= 1.0500327179648659
epoch= 128 	 time= 330.65205179055533 min 	 loss= 1.050037279923757
epoch= 129 	 time= 331.9034458319346 min 	 loss= 1.0499995916539973
epoch= 130 	 time= 333.1454984466235 min 	 loss= 1.049999101306453
epoch= 131 	 time= 334.3850422064463 min 	 loss= 1.0500449354720838
epoch= 132 	 time= 335.6362260699272 min 	 loss= 1.050048374118227
epoch= 133 	 time= 336.89131946166356 min 	 loss= 1.0500539356289489
epoch= 134 	 time= 338.1319215377172 min 	 loss= 1.0500844404914162
epoch= 135 	 time= 339.3848683079084 min 	 loss= 1.0500400246273387
epoch= 136 	 time= 340.6335477590561 min 	 loss= 1.0500525023720482
epoch= 137 	 time= 341.87024184465406 min 	 loss= 1.0500039487896544
epoch= 138 	 time= 343.11758499542873 min 	 loss= 1.0499966059309063
epoch= 139 	 time= 344.36578580141065 min 	 loss= 1.0499900205207593
epoch= 140 	 time= 345.5963314930598 min 	 loss= 1.050023566231583
epoch= 141 	 time= 346.83807264963787 min 	 loss= 1.0499928232395288
epoch= 142 	 time= 348.0601142923037 min 	 loss= 1.0499706213402025
epoch= 143 	 time= 349.2583164691925 min 	 loss= 1.0500075447198116
epoch= 144 	 time= 350.5100030819575 min 	 loss= 1.0500322704604177
epoch= 145 	 time= 351.73698424100877 min 	 loss= 1.0499394256418402
epoch= 146 	 time= 352.972940548261 min 	 loss= 1.050049383279049
epoch= 147 	 time= 354.2257018725077 min 	 loss= 1.050012839562965
epoch= 148 	 time= 355.4723427534103 min 	 loss= 1.0500468905044325
epoch= 149 	 time= 356.7049840013186 min 	 loss= 1.050024314287937
epoch= 150 	 time= 357.9468413790067 min 	 loss= 1.0500004375342167
epoch= 151 	 time= 359.19952149788537 min 	 loss= 1.0500385993177241
epoch= 152 	 time= 360.4563257654508 min 	 loss= 1.0499678787318143
epoch= 153 	 time= 361.70948015848796 min 	 loss= 1.0500616369825422
epoch= 154 	 time= 362.9622236728668 min 	 loss= 1.049974828416651
epoch= 155 	 time= 364.1921461582184 min 	 loss= 1.0500103865247785
epoch= 156 	 time= 365.4376305103302 min 	 loss= 1.0500264473394914
epoch= 157 	 time= 366.6923631032308 min 	 loss= 1.049988313515981
epoch= 158 	 time= 367.94404462575915 min 	 loss= 1.0500125033205205
epoch= 159 	 time= 369.1956794778506 min 	 loss= 1.0499790836103036
epoch= 160 	 time= 370.44351222515104 min 	 loss= 1.0500174477606108
epoch= 161 	 time= 371.69338711500166 min 	 loss= 1.0499277492725487
epoch= 162 	 time= 372.89449071884155 min 	 loss= 1.0500081556493586
epoch= 163 	 time= 374.10672379334767 min 	 loss= 1.0500276684038568
epoch= 164 	 time= 375.34334914286933 min 	 loss= 1.0499504380515128
epoch= 165 	 time= 376.58447000583016 min 	 loss= 1.049987522616531
epoch= 166 	 time= 377.81481311718625 min 	 loss= 1.0499666638085337
epoch= 167 	 time= 379.05135123332343 min 	 loss= 1.0499141282746287
epoch= 168 	 time= 380.2949712951978 min 	 loss= 1.0500378921537687
epoch= 169 	 time= 381.526680290699 min 	 loss= 1.0500845887444237
epoch= 170 	 time= 382.7819349169731 min 	 loss= 1.049909914190119
epoch= 171 	 time= 384.0145968397458 min 	 loss= 1.0500292096715984
epoch= 172 	 time= 385.24402822256087 min 	 loss= 1.0500262472123811
epoch= 173 	 time= 386.4764839847883 min 	 loss= 1.049989754936912
epoch= 174 	 time= 387.72595287561415 min 	 loss= 1.0500258949308685
epoch= 175 	 time= 388.97253797451657 min 	 loss= 1.0499702202912533
epoch= 176 	 time= 390.14341063896813 min 	 loss= 1.0500221340584033
epoch= 177 	 time= 391.3276760300001 min 	 loss= 1.0499787590720437
epoch= 178 	 time= 392.5106454133987 min 	 loss= 1.0500292360421384
epoch= 179 	 time= 393.7181141813596 min 	 loss= 1.0499814886757821
epoch= 180 	 time= 394.9496948003769 min 	 loss= 1.0500371226397427
epoch= 181 	 time= 396.15903944969176 min 	 loss= 1.0500314085411302
epoch= 182 	 time= 397.3643258134524 min 	 loss= 1.050026815660072
epoch= 183 	 time= 398.5169621348381 min 	 loss= 1.0500099003676213
epoch= 184 	 time= 399.7525340000788 min 	 loss= 1.050041526592139
epoch= 185 	 time= 400.93021942774453 min 	 loss= 1.050055067322471
epoch= 186 	 time= 402.0798341393471 min 	 loss= 1.0499919975887646
epoch= 187 	 time= 403.28528631130854 min 	 loss= 1.0499476557789427
epoch= 188 	 time= 404.5462206363678 min 	 loss= 1.0499606062426712
epoch= 189 	 time= 405.699013308684 min 	 loss= 1.049976331320676
epoch= 190 	 time= 406.8630452831586 min 	 loss= 1.0500254201166557
epoch= 191 	 time= 408.03162535031635 min 	 loss= 1.0499467232010582
epoch= 192 	 time= 409.2266243537267 min 	 loss= 1.0500276348085114
epoch= 193 	 time= 410.4134002129237 min 	 loss= 1.0499955090609463
epoch= 194 	 time= 411.5732936143875 min 	 loss= 1.0499857959602819
epoch= 195 	 time= 412.85948350826897 min 	 loss= 1.0499599651856857
epoch= 196 	 time= 414.15352489550907 min 	 loss= 1.0499905820326372
epoch= 197 	 time= 415.44285501639047 min 	 loss= 1.0499821412202084
epoch= 198 	 time= 416.723421450456 min 	 loss= 1.0500101041793823
epoch= 199 	 time= 417.99898489713667 min 	 loss= 1.050062854795745
epoch= 200 	 time= 419.3019371946653 min 	 loss= 1.0500040671319673
epoch= 201 	 time= 420.4820818901062 min 	 loss= 1.0500285804632938
epoch= 202 	 time= 421.68090010086695 min 	 loss= 1.0500129340634201
epoch= 203 	 time= 422.96083759069444 min 	 loss= 1.0499694621924198
epoch= 204 	 time= 424.2265268206596 min 	 loss= 1.049958497177471
epoch= 205 	 time= 425.5025771538416 min 	 loss= 1.0500149364182443
epoch= 206 	 time= 426.7792894562086 min 	 loss= 1.050022676713539
epoch= 207 	 time= 428.0652955452601 min 	 loss= 1.050052925528902
epoch= 208 	 time= 429.3459360599518 min 	 loss= 1.0500192320708073
epoch= 209 	 time= 430.5999140659968 min 	 loss= 1.0499591010267084
epoch= 210 	 time= 431.8282974004745 min 	 loss= 1.0500254222840975
epoch= 211 	 time= 433.1320631702741 min 	 loss= 1.050003496950323
epoch= 212 	 time= 434.4180019259453 min 	 loss= 1.049997585470026
epoch= 213 	 time= 435.69948019186654 min 	 loss= 1.0499352240562438
epoch= 214 	 time= 436.97212251424787 min 	 loss= 1.0499758173480178
epoch= 215 	 time= 438.2430100440979 min 	 loss= 1.0499977296771426
epoch= 216 	 time= 439.5130773305893 min 	 loss= 1.0500057710300792
epoch= 217 	 time= 440.7645887772242 min 	 loss= 1.0500071027062157
epoch= 218 	 time= 441.9611608743668 min 	 loss= 1.0500149590318852
epoch= 219 	 time= 443.14714879194895 min 	 loss= 1.0500965758525964
epoch= 220 	 time= 444.33597763776777 min 	 loss= 1.0500998668237167
epoch= 221 	 time= 445.5222729921341 min 	 loss= 1.0499973451007496
epoch= 222 	 time= 446.6978592038155 min 	 loss= 1.0500410855177678
epoch= 223 	 time= 447.88381739457446 min 	 loss= 1.050008699388215
epoch= 224 	 time= 449.0663593928019 min 	 loss= 1.0500353808114022
epoch= 225 	 time= 450.242139907678 min 	 loss= 1.0499741914055565
epoch= 226 	 time= 451.4212545911471 min 	 loss= 1.050105659311468
epoch= 227 	 time= 452.60277029673256 min 	 loss= 1.0500408215956254
epoch= 228 	 time= 453.78179824352264 min 	 loss= 1.0500615523078225
epoch= 229 	 time= 454.9582481265068 min 	 loss= 1.0499900788971872
epoch= 230 	 time= 456.1369012594223 min 	 loss= 1.0499846001104876
epoch= 231 	 time= 457.31140996217727 min 	 loss= 1.049980102669109
epoch= 232 	 time= 458.48751773834226 min 	 loss= 1.0500222926428824
epoch= 233 	 time= 459.6689118981361 min 	 loss= 1.0500114527615634
epoch= 234 	 time= 460.8519259214401 min 	 loss= 1.0499789749492299
epoch= 235 	 time= 462.0245213866234 min 	 loss= 1.0500341296918465
epoch= 236 	 time= 463.2058416843414 min 	 loss= 1.050031372200359
epoch= 237 	 time= 464.3816861550013 min 	 loss= 1.0499836138522987
epoch= 238 	 time= 465.5529923240344 min 	 loss= 1.0500269723661018
epoch= 239 	 time= 466.730867600441 min 	 loss= 1.0500497018929684
epoch= 240 	 time= 467.903925259908 min 	 loss= 1.0500791590864007
epoch= 241 	 time= 469.07630947828295 min 	 loss= 1.0500812739314456
epoch= 242 	 time= 470.33510207335155 min 	 loss= 1.0500958398616675
epoch= 243 	 time= 471.7554828246435 min 	 loss= 1.049970982652722
epoch= 244 	 time= 473.0446493665377 min 	 loss= 1.0500054837718154
epoch= 245 	 time= 474.2292848865191 min 	 loss= 1.0500075187827602
epoch= 246 	 time= 475.40532753864926 min 	 loss= 1.0500724135023174
epoch= 247 	 time= 476.5772368510564 min 	 loss= 1.0500256903966267
epoch= 248 	 time= 477.75995441675184 min 	 loss= 1.049979562253663
epoch= 249 	 time= 478.93270349502563 min 	 loss= 1.050018224282698
epoch= 250 	 time= 480.1030562321345 min 	 loss= 1.0500030630285089
epoch= 251 	 time= 481.28107721010844 min 	 loss= 1.0500429960453148
epoch= 252 	 time= 482.456045516332 min 	 loss= 1.0500039490063986
epoch= 253 	 time= 483.6307950973511 min 	 loss= 1.0499900563557942
epoch= 254 	 time= 484.8156678080559 min 	 loss= 1.0499797533497666
epoch= 255 	 time= 485.9908531109492 min 	 loss= 1.0500151939103097
epoch= 256 	 time= 487.16219601233803 min 	 loss= 1.0500146860064883
epoch= 257 	 time= 488.33573534488676 min 	 loss= 1.0499558701659695
epoch= 258 	 time= 489.49957455794015 min 	 loss= 1.0500616998383494
epoch= 259 	 time= 490.6723030050596 min 	 loss= 1.0499923029812899
epoch= 260 	 time= 491.85318484306333 min 	 loss= 1.0499648167147781
epoch= 261 	 time= 493.03234416246414 min 	 loss= 1.0499900483362603
epoch= 262 	 time= 494.21255328257877 min 	 loss= 1.049986882282026
epoch= 263 	 time= 495.58319340149563 min 	 loss= 1.0500099631511803
epoch= 264 	 time= 497.0200983762741 min 	 loss= 1.050055376182903
epoch= 265 	 time= 498.19671056667966 min 	 loss= 1.0500459082198865
epoch= 266 	 time= 499.3748850742976 min 	 loss= 1.049974905577573
epoch= 267 	 time= 500.5562005400658 min 	 loss= 1.0500150861884607
epoch= 268 	 time= 501.73013419707615 min 	 loss= 1.0500240602637783
epoch= 269 	 time= 502.9116865555445 min 	 loss= 1.050044215447975
epoch= 270 	 time= 504.09142411549885 min 	 loss= 1.0499970401417125
epoch= 271 	 time= 505.27085949977237 min 	 loss= 1.0500451003421436
epoch= 272 	 time= 506.45247749090197 min 	 loss= 1.0500482786785472
epoch= 273 	 time= 507.62882655064266 min 	 loss= 1.050040064869505
epoch= 274 	 time= 508.80961660146716 min 	 loss= 1.0500135406580837
epoch= 275 	 time= 509.9872408548991 min 	 loss= 1.0500568756912694
epoch= 276 	 time= 511.1627107858658 min 	 loss= 1.050000564474048
epoch= 277 	 time= 512.3393016298612 min 	 loss= 1.049957187609239
epoch= 278 	 time= 513.5129734357198 min 	 loss= 1.0499791435761885
epoch= 279 	 time= 514.692549542586 min 	 loss= 1.0500345614462188
epoch= 280 	 time= 515.8709831237793 min 	 loss= 1.0499996136896539
epoch= 281 	 time= 517.047918689251 min 	 loss= 1.0499890293497027
epoch= 282 	 time= 518.2254403789838 min 	 loss= 1.0500790108333935
epoch= 283 	 time= 519.4898668686549 min 	 loss= 1.050031055175897
epoch= 284 	 time= 520.9237693826358 min 	 loss= 1.050012128497615
epoch= 285 	 time= 522.2143608291943 min 	 loss= 1.0499897501685402
epoch= 286 	 time= 523.3954346617063 min 	 loss= 1.0500064133152818
epoch= 287 	 time= 524.5706600149473 min 	 loss= 1.0500133495619803
epoch= 288 	 time= 525.7584332823753 min 	 loss= 1.0499240641160446
epoch= 289 	 time= 526.9365176876386 min 	 loss= 1.0500313027699788
epoch= 290 	 time= 528.1088284810384 min 	 loss= 1.0500461709138118
epoch= 291 	 time= 529.2866774956385 min 	 loss= 1.050006215500109
epoch= 292 	 time= 530.4746973951658 min 	 loss= 1.049975922830177
epoch= 293 	 time= 531.6533741871516 min 	 loss= 1.050029442021341
epoch= 294 	 time= 532.844673148791 min 	 loss= 1.0499713995962432
epoch= 295 	 time= 534.0417274713516 min 	 loss= 1.049898130676963
epoch= 296 	 time= 535.2273275732994 min 	 loss= 1.0500074302788938
epoch= 297 	 time= 536.4166820486387 min 	 loss= 1.0500418256268356
epoch= 298 	 time= 537.601954960823 min 	 loss= 1.0499952880541483
epoch= 299 	 time= 538.7895999312401 min 	 loss= 1.0500469732284545
epoch= 300 	 time= 539.9771451830863 min 	 loss= 1.0500353837735725
epoch= 301 	 time= 541.1802722096443 min 	 loss= 1.0499776296904593
epoch= 302 	 time= 542.3666858235995 min 	 loss= 1.0500183674060937
epoch= 303 	 time= 543.562292889754 min 	 loss= 1.05000755591826
epoch= 304 	 time= 544.8974931995074 min 	 loss= 1.0500073304320827
epoch= 305 	 time= 546.3222916523615 min 	 loss= 1.0500158860466697
epoch= 306 	 time= 547.5712659557661 min 	 loss= 1.0499798412034005
epoch= 307 	 time= 548.7630454182624 min 	 loss= 1.050029259595004
epoch= 308 	 time= 549.951712747415 min 	 loss= 1.0500216629288412
epoch= 309 	 time= 551.1458106120427 min 	 loss= 1.050061225457625
epoch= 310 	 time= 552.3377836783727 min 	 loss= 1.0499696552392208
epoch= 311 	 time= 553.5343586047491 min 	 loss= 1.0500017735452363
epoch= 312 	 time= 554.7237131714821 min 	 loss= 1.0500111842155457
epoch= 313 	 time= 555.9125878810883 min 	 loss= 1.050083709485603
epoch= 314 	 time= 557.097195537885 min 	 loss= 1.0500975507678407
epoch= 315 	 time= 558.2832144061724 min 	 loss= 1.0500176616870995
epoch= 316 	 time= 559.4748075207075 min 	 loss= 1.049997104586977
epoch= 317 	 time= 560.6573757489522 min 	 loss= 1.0500311589241027
epoch= 318 	 time= 561.8624381184578 min 	 loss= 1.050003222985701
epoch= 319 	 time= 563.1600293954214 min 	 loss= 1.0499935913085938
epoch= 320 	 time= 564.4745087703069 min 	 loss= 1.0500435217221578
epoch= 321 	 time= 565.7855737368266 min 	 loss= 1.0500268917372733
epoch= 322 	 time= 567.0984617233277 min 	 loss= 1.0500125512932286
epoch= 323 	 time= 568.4084556380908 min 	 loss= 1.0499051694436508
epoch= 324 	 time= 569.6928655703863 min 	 loss= 1.049958308465553
epoch= 325 	 time= 570.8655138532321 min 	 loss= 1.0499772855729768
epoch= 326 	 time= 572.1358692248663 min 	 loss= 1.049970941326835
epoch= 327 	 time= 573.4542496164639 min 	 loss= 1.0499900862664888
epoch= 328 	 time= 574.7744365135828 min 	 loss= 1.0500020235957521
epoch= 329 	 time= 576.0745682438214 min 	 loss= 1.0500182997096668
epoch= 330 	 time= 577.3940347274145 min 	 loss= 1.0500275896534774
epoch= 331 	 time= 578.703475912412 min 	 loss= 1.0500327772805185
epoch= 332 	 time= 580.0071484645208 min 	 loss= 1.049988612984166
epoch= 333 	 time= 581.310936164856 min 	 loss= 1.050040298013976
epoch= 334 	 time= 582.6184439023335 min 	 loss= 1.050000473947236
epoch= 335 	 time= 583.9326056162516 min 	 loss= 1.050029403296384
epoch= 336 	 time= 585.2139421304067 min 	 loss= 1.0499871481548657
epoch= 337 	 time= 586.5220985690753 min 	 loss= 1.050060345476324
epoch= 338 	 time= 587.8433694680532 min 	 loss= 1.0499959842363993
epoch= 339 	 time= 589.1457828044892 min 	 loss= 1.0500387839837508
epoch= 340 	 time= 590.4691775083542 min 	 loss= 1.0500149951559126
epoch= 341 	 time= 591.8030146797498 min 	 loss= 1.0499924416253061
epoch= 342 	 time= 593.1251479665439 min 	 loss= 1.0499999125798543
epoch= 343 	 time= 594.3894466400146 min 	 loss= 1.0499959776618264
epoch= 344 	 time= 595.5529505809149 min 	 loss= 1.0500291749202844
epoch= 345 	 time= 596.6608646988868 min 	 loss= 1.0499356566053448
epoch= 346 	 time= 597.9738497455915 min 	 loss= 1.0499452914613665
epoch= 347 	 time= 599.2879664778709 min 	 loss= 1.0500051131392971
epoch= 348 	 time= 600.5959885319074 min 	 loss= 1.0500889567172889
epoch= 349 	 time= 601.9067780534426 min 	 loss= 1.049999564633225
epoch= 350 	 time= 603.2173908034961 min 	 loss= 1.0499775664011637
epoch= 351 	 time= 604.5308766484261 min 	 loss= 1.049977398930174
epoch= 352 	 time= 605.8470907727877 min 	 loss= 1.0499903087182478
epoch= 353 	 time= 607.1595068971316 min 	 loss= 1.050027027346871
epoch= 354 	 time= 608.473784327507 min 	 loss= 1.0500594386187467
epoch= 355 	 time= 609.7846547206243 min 	 loss= 1.0500229347835888
epoch= 356 	 time= 611.0918576836586 min 	 loss= 1.0500894152034412
epoch= 357 	 time= 612.492995663484 min 	 loss= 1.050009089310964
epoch= 358 	 time= 613.7991970618566 min 	 loss= 1.0499659292625658
epoch= 359 	 time= 615.1352463285128 min 	 loss= 1.050002589081273
epoch= 360 	 time= 616.4603324890137 min 	 loss= 1.0499692463152337
epoch= 361 	 time= 617.7793688615163 min 	 loss= 1.0499918401602544
epoch= 362 	 time= 619.0209744334221 min 	 loss= 1.0499902712215077
epoch= 363 	 time= 620.1957881967227 min 	 loss= 1.0499500674912423
epoch= 364 	 time= 621.4989112019539 min 	 loss= 1.0499745588591605
epoch= 365 	 time= 622.8196185787518 min 	 loss= 1.0500016062187425
epoch= 366 	 time= 624.1336212833722 min 	 loss= 1.050008919166796
epoch= 367 	 time= 625.4476968367894 min 	 loss= 1.0500346517562866
epoch= 368 	 time= 626.7609808921814 min 	 loss= 1.050007320317355
epoch= 369 	 time= 628.0773038228352 min 	 loss= 1.049986917105588
epoch= 370 	 time= 629.3925788283348 min 	 loss= 1.0500000017339532
epoch= 371 	 time= 630.7049962123235 min 	 loss= 1.0500175310626174
epoch= 372 	 time= 632.0192341923714 min 	 loss= 1.050076671369148
epoch= 373 	 time= 633.3351166764895 min 	 loss= 1.0498979141495444
epoch= 374 	 time= 634.6485634684562 min 	 loss= 1.0500470294374409
epoch= 375 	 time= 635.9644043803215 min 	 loss= 1.0500594901316094
epoch= 376 	 time= 637.2845181743304 min 	 loss= 1.050009418256355
epoch= 377 	 time= 638.6072859644889 min 	 loss= 1.0500108495625582
epoch= 378 	 time= 639.9294987996419 min 	 loss= 1.0500134017973235
