cuda
3300
The slice id is: 3
413
52633794
epoch= 0 	 time= 9.662584749857585 min 	 loss= 4.553881396970218
[4.5538814]
epoch= 1 	 time= 19.324121181170145 min 	 loss= 4.213594970633851
epoch= 2 	 time= 28.995764855543772 min 	 loss= 4.151085730903662
epoch= 3 	 time= 38.70365703900655 min 	 loss= 4.087762628571462
epoch= 4 	 time= 48.45143716732661 min 	 loss= 4.065170647734303
epoch= 5 	 time= 58.22656230131785 min 	 loss= 4.0356983197514715
epoch= 6 	 time= 67.98688820203145 min 	 loss= 4.004225170063915
epoch= 7 	 time= 77.77051544984182 min 	 loss= 3.955607083317154
epoch= 8 	 time= 87.5411461909612 min 	 loss= 3.9532258646251504
epoch= 9 	 time= 97.30356122255326 min 	 loss= 3.961178658660907
