cuda
3300
The slice id is: 5
825
13177026
epoch= 0 	 time= 7.580846949418386 min 	 loss= 4.314764916391083
epoch= 1 	 time= 15.12479704618454 min 	 loss= 4.062417787783073
epoch= 2 	 time= 22.71195519765218 min 	 loss= 4.016305541992187
epoch= 3 	 time= 30.29250735839208 min 	 loss= 3.9793457665587915
epoch= 4 	 time= 37.869435830911 min 	 loss= 3.9306148717620157
epoch= 5 	 time= 45.4431556224823 min 	 loss= 3.885169617985234
epoch= 6 	 time= 53.02906222740809 min 	 loss= 3.881193641026815
epoch= 7 	 time= 60.59702932039897 min 	 loss= 3.813074979637608
epoch= 8 	 time= 68.170712129275 min 	 loss= 3.747231638576045
epoch= 9 	 time= 75.74983201424281 min 	 loss= 3.7136544971755057
epoch= 10 	 time= 83.32661473353704 min 	 loss= 3.739910209467917
epoch= 11 	 time= 90.89599483807882 min 	 loss= 3.6486267839417312
epoch= 12 	 time= 98.47032864491145 min 	 loss= 3.6097840838721305
epoch= 13 	 time= 106.04725625514985 min 	 loss= 3.63647475567731
epoch= 14 	 time= 113.62593962748845 min 	 loss= 3.5258733983112105
epoch= 15 	 time= 121.19519485632578 min 	 loss= 3.478833047476682
epoch= 16 	 time= 128.75521011352538 min 	 loss= 3.4650045932061744
epoch= 17 	 time= 136.3131566564242 min 	 loss= 3.4449218476541112
epoch= 18 	 time= 143.87706458568573 min 	 loss= 3.4151173024105304
epoch= 19 	 time= 151.44326124986011 min 	 loss= 3.409202918103247
epoch= 20 	 time= 159.02213348150252 min 	 loss= 3.3768637284004326
epoch= 21 	 time= 166.59154732227324 min 	 loss= 3.3345870304107668
epoch= 22 	 time= 174.1665770928065 min 	 loss= 3.3612814685070154
epoch= 23 	 time= 181.74046450853348 min 	 loss= 3.3299900991627664
epoch= 24 	 time= 189.31661564509074 min 	 loss= 3.2720293166781915
epoch= 25 	 time= 196.89902667601902 min 	 loss= 3.269169582417517
epoch= 26 	 time= 204.47252051432926 min 	 loss= 3.2625431989539755
epoch= 27 	 time= 212.042594174544 min 	 loss= 3.2338796583450202
epoch= 28 	 time= 219.615509780248 min 	 loss= 3.2218740489266136
epoch= 29 	 time= 227.18804920911788 min 	 loss= 3.233006269462181
epoch= 30 	 time= 234.758240934213 min 	 loss= 3.20834684827111
epoch= 31 	 time= 242.3239806373914 min 	 loss= 3.2235660873037397
epoch= 32 	 time= 249.83304402828216 min 	 loss= 3.1956677359884433
epoch= 33 	 time= 257.3421368678411 min 	 loss= 3.1709241469339893
epoch= 34 	 time= 264.81246354579923 min 	 loss= 3.1726304731947
epoch= 35 	 time= 272.3132636666298 min 	 loss= 3.1844047112175913
epoch= 36 	 time= 279.83297896385193 min 	 loss= 3.159412250916163
epoch= 37 	 time= 287.3412110765775 min 	 loss= 3.1371264837366164
epoch= 38 	 time= 294.819719851017 min 	 loss= 3.119778513619394
epoch= 39 	 time= 302.3247195800146 min 	 loss= 3.135242090622584
epoch= 40 	 time= 309.805945344766 min 	 loss= 3.1285025665615542
epoch= 41 	 time= 317.2731911619504 min 	 loss= 3.139849889459032
epoch= 42 	 time= 324.7690017104149 min 	 loss= 3.1002652272672364
epoch= 43 	 time= 332.2632958849271 min 	 loss= 3.0887122054172287
epoch= 44 	 time= 339.7523854414622 min 	 loss= 3.139113156831626
